id,who,date,area,post_code,gps,lat,lon,name,value,urls,stub,"Apple, crab(Malus sylvestris)","Birch, downy(Betula pubescens)","Birch, silver(Betula pendula)",Blackthorn(Prunus spinosa),Dogwood(Cornus sanguinea),Elder(Sambucus nigra),"Guelder, rose(Viburnum opulus)",Hazel(Corylus avellana),"Maple, field(Acer campestre)","Oak, english(Quercus robur)","Oak, sessile(Quercus petraea)","Willow, goat(Salix caprea)",Alder(Alnus glutinosa),"Cherry, bird(Prunus padus)","Cherry, wild(Prunus avium)",Common privet(Ligustrum vulgare),"Elm, wych(Ulmus glabra)",Hawthorn(Crataegus monogyna),Hornbeam(Carpinus betulus),"Lime, large-leaved(Tilia platyphyllos)","Lime, small-leaved(Tilia cordata)",Rowan(Sorbus aucuparia),Spindle(Euonymus europaea),Wild service tree(Sorbus torminalis),"Beech, common(Fagus sylvatica)",Dog Rose(Rosa canina),Wayfaring tree(Viburnum lantana),Whitebeam(Sorbus aria),Bilberry(Vaccinium myrtillus),Heather(Calluna vulgaris),Holly(Ilex aquifolium),Juniper(Juniperus communis),"Pine, scots(Pinus sylvestris)","Willow, grey(Salix cinerea subsp. Oleifolia)",Broom(Cytisus scoparius),Gorse(Ulex europaeus),"Buckthorn, purging(Rhamnus cathartica)","Pear, common(Pyrus communis)",Aspen(Populus tremula),Alder buckthorn(Frangula alnus),"Alder, grey(Alnus incana)","Alder, red(Alnus rubra)","Hawthorn, midland(Crataegus laevigata)","Willow, common osier(Salix viminalis)",Cherry Plum(Prunus cerasifera),Sea-buckthorn(Hippophae rhamnoides),Wild rasperry(Rubus idaeus),Common walnut (Juglans regia),Sweet chestnut(Castanea sativa),"Willow, eared(Salix aurita)"
262,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch",2022-03-26,202,B36 9DY,"52.508371,-1.786269",52.508371,-1.786269,145,/tiny-forest-sites/8-tiny-forest/262-masai-mara-umbrella-tree,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/262-masai-mara-umbrella-tree,262-masai-mara-umbrella-tree,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
262,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch",2022-03-26,20,B36 9DY,"52.508371,-1.786269",52.508371,-1.786269,145,/tiny-forest-sites/8-tiny-forest/262-masai-mara-umbrella-tree,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/262-masai-mara-umbrella-tree,262-masai-mara-umbrella-tree,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
263,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-04-01,197,B29 4BG,"52.432099,-1.952364",52.432099,-1.952364,146,/tiny-forest-sites/8-tiny-forest/263-the-quiver-tree-bournville-village-trust,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/263-the-quiver-tree-bournville-village-trust,263-the-quiver-tree-bournville-village-trust,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
264,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors",2022-04-19,208,LE5 1RT,"52.653263,-1.053784",52.653263,-1.053784,147,/tiny-forest-sites/8-tiny-forest/264-nether-hall-school,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/264-nether-hall-school,264-nether-hall-school,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
264,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors",2022-04-19,24,LE5 1RT,"52.653263,-1.053784",52.653263,-1.053784,147,/tiny-forest-sites/8-tiny-forest/264-nether-hall-school,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/264-nether-hall-school,264-nether-hall-school,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
265,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-04-11,206,WS13 8AY,"52.682113,-1.841198",52.682113,-1.841198,148,/tiny-forest-sites/8-tiny-forest/265-blue-water-lily-christ-church-open-space,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/265-blue-water-lily-christ-church-open-space,265-blue-water-lily-christ-church-open-space,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
265,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-04-11,24,WS13 8AY,"52.682113,-1.841198",52.682113,-1.841198,148,/tiny-forest-sites/8-tiny-forest/265-blue-water-lily-christ-church-open-space,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/265-blue-water-lily-christ-church-open-space,265-blue-water-lily-christ-church-open-space,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
268,"Volunteer Group, Local Residents, School Children",2022-03-21,200,G43 1SH,"55.827102,-4.2936087",55.827101999999996,-4.2936087,41,/tiny-forest-sites/8-tiny-forest/268-shawhill-park-pollokshields,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/268-shawhill-park-pollokshields,268-shawhill-park-pollokshields,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"Volunteer Group, Local Residents, School Children",2022-03-26,200,DD4 6EL,"56.467864,-2.9566140",56.467864,-2.956614,42,/tiny-forest-sites/8-tiny-forest/269-robertson-street-dundee,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/269-robertson-street-dundee,269-robertson-street-dundee,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
270,"Volunteer Group, School Children",2022-03-23,200,G22 7LN,"55.902907752644374,-4.251175737308021",55.90290775264437,-4.251175737308021,43,/tiny-forest-sites/8-tiny-forest/270-castlebay-drive-glasgow,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/270-castlebay-drive-glasgow,270-castlebay-drive-glasgow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"Volunteer Group, Local Residents, School Children, Earthwatch",2022-03-24,200,KA18 1RS,"55.454743,-4.2808133",55.454743,-4.2808133,44,/tiny-forest-sites/8-tiny-forest/272-barony-campus-wee-forest,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/272-barony-campus-wee-forest,272-barony-campus-wee-forest,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
274,"Volunteer Group, School Children",2022-03-30,200,KY8 1EA,"56.18074975212664, -3.03906745548079",56.18074975212664,-3.03906745548079,45,/tiny-forest-sites/8-tiny-forest/274-muiredge-park-fife,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/274-muiredge-park-fife,274-muiredge-park-fife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Volunteer Group, Local Residents, School Children",2022-03-16,200,EH55 8PF,"55.844884, -3.615064",55.844884,-3.615064,46,/tiny-forest-sites/8-tiny-forest/276-addiewell-west-lothian,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/276-addiewell-west-lothian,276-addiewell-west-lothian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"Volunteer Group, Local Residents, School Children",2022-03-15,200,EH47 0BX,"55.861022153603095,-3.6940404420645097",55.861022153603095,-3.6940404420645097,48,/tiny-forest-sites/8-tiny-forest/278-whitburn,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/278-whitburn,278-whitburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Volunteer Group, Local Residents, School Children",2022-03-22,200,EH14 2QR,"55.920206,-3.2696146",55.920206,-3.2696146,49,/tiny-forest-sites/8-tiny-forest/279-hailes-quarry-park-edinburgh,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/279-hailes-quarry-park-edinburgh,279-hailes-quarry-park-edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Volunteer Group, Local Residents, School Children",2022-03-22,80,EH14 2QR,"55.920206,-3.2696146",55.920206,-3.2696146,49,/tiny-forest-sites/8-tiny-forest/279-hailes-quarry-park-edinburgh,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/279-hailes-quarry-park-edinburgh,279-hailes-quarry-park-edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"Volunteer Group, Local Residents, School Children",2022-03-23,200,EH13 9ED,"55.910308,-3.2288665",55.910308,-3.2288665,50,/tiny-forest-sites/8-tiny-forest/280-colinton-mains-park-edinburgh,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/280-colinton-mains-park-edinburgh,280-colinton-mains-park-edinburgh,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"Volunteer Group, Local Residents, School Children",2022-03-23,20,EH13 9ED,"55.910308,-3.2288665",55.910308,-3.2288665,50,/tiny-forest-sites/8-tiny-forest/280-colinton-mains-park-edinburgh,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/280-colinton-mains-park-edinburgh,280-colinton-mains-park-edinburgh,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Volunteer Group, Local Residents",2022-03-20,200,KA14 3BE,"55.744693, -4.669491",55.744693,-4.669491,51,/tiny-forest-sites/8-tiny-forest/281-lochshore-garnock,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/281-lochshore-garnock,281-lochshore-garnock,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
282,"Volunteer Group, Local Residents, School Children",2022-03-27,200,DD4 8QZ,"56.479028, -2.905574",56.479028,-2.905574,52,/tiny-forest-sites/8-tiny-forest/282-douglas-wee-forest,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/282-douglas-wee-forest,282-douglas-wee-forest,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,"Volunteer Group, Local Residents, School Children",2022-03-27,10,DD4 8QZ,"56.479028, -2.905574",56.479028,-2.905574,52,/tiny-forest-sites/8-tiny-forest/282-douglas-wee-forest,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/282-douglas-wee-forest,282-douglas-wee-forest,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors",2022-04-08,206,LE4 0FL,"52.654316, -1.161236",52.654316,-1.161236,149,/tiny-forest-sites/8-tiny-forest/287-beaumont-leys-school,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/287-beaumont-leys-school,287-beaumont-leys-school,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
287,"Corporate Employees, Volunteer Group, School Children, Earthwatch, Landscape contractors",2022-04-08,24,LE4 0FL,"52.654316, -1.161236",52.654316,-1.161236,149,/tiny-forest-sites/8-tiny-forest/287-beaumont-leys-school,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/287-beaumont-leys-school,287-beaumont-leys-school,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
288,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-04-14,201,LE17 6DP,"52.416847,-1.12487",52.416847,-1.12487,150,/tiny-forest-sites/8-tiny-forest/288-stanford-reservoir,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/288-stanford-reservoir,288-stanford-reservoir,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
289,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-04-12,200,B46 2BE,"52.516688,-1.663106",52.516688,-1.663106,151,/tiny-forest-sites/8-tiny-forest/289-shustoke-reservoir,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/289-shustoke-reservoir,289-shustoke-reservoir,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
292,"Volunteer Group, Local Residents",2022-03-08,200,WF8 2AG,"53.686272, -1.302669",53.686272,-1.302669,18,/tiny-forest-sites/8-tiny-forest/292-pease-park-pontefract,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/292-pease-park-pontefract,292-pease-park-pontefract,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"Volunteer Group, Local Residents",2022-03-08,3,WF8 2AG,"53.686272, -1.302669",53.686272,-1.302669,18,/tiny-forest-sites/8-tiny-forest/292-pease-park-pontefract,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/292-pease-park-pontefract,292-pease-park-pontefract,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"Volunteer Group, Local Residents, School Children",2021-02-15,100,CF32 7NA,"51.619003, -3.536827",51.619003,-3.536827,154,/tiny-forest-sites/8-tiny-forest/301-nant-y-moel-bridgend,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/301-nant-y-moel-bridgend,301-nant-y-moel-bridgend,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
303,"Volunteer Group, Local Residents",2021-03-09,100,LL18 5HA,"53.302289, -3.517093",53.302289,-3.517093,155,/tiny-forest-sites/8-tiny-forest/303-kinmel-bay,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/303-kinmel-bay,303-kinmel-bay,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
304,"Volunteer Group, Local Residents",2022-02-08,100,LL65 1PH,"53.312500, -4.642500",53.3125,-4.6425,156,/tiny-forest-sites/8-tiny-forest/304-holyhead-town-park,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/304-holyhead-town-park,304-holyhead-town-park,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
305,"Volunteer Group, Local Residents, School Children, Earthwatch",2022-02-28,100,LL55 1DU,"53.150000, -4.259167",53.15,-4.259167,157,/tiny-forest-sites/8-tiny-forest/305-ysgol-pendalar,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/305-ysgol-pendalar,305-ysgol-pendalar,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
313,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-10-27,200,N22 5SJ,"51.603463, -0.104395",51.603463,-0.104395,93,/tiny-forest-sites/8-tiny-forest/313-white-hart-lane,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/313-white-hart-lane,313-white-hart-lane,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"Corporate Employees, Volunteer Group, Local Residents, Earthwatch, Landscape contractors",2022-10-27,20,N22 5SJ,"51.603463, -0.104395",51.603463,-0.104395,93,/tiny-forest-sites/8-tiny-forest/313-white-hart-lane,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/313-white-hart-lane,313-white-hart-lane,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"Volunteer Group, Local Residents",2022-11-22,205,SE13 7XE,"51.77729326108944, -1.2643641825438499",51.77729326108944,-1.26436418254385,158,/tiny-forest-sites/8-tiny-forest/316-ladywell-fields-lewisham,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/316-ladywell-fields-lewisham,316-ladywell-fields-lewisham,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"Volunteer Group, Local Residents",2022-11-22,74,SE13 7XE,"51.77729326108944, -1.2643641825438499",51.77729326108944,-1.26436418254385,158,/tiny-forest-sites/8-tiny-forest/316-ladywell-fields-lewisham,https://tinyforest.earthwatch.org.uk/tiny-forest-sites/8-tiny-forest/316-ladywell-fields-lewisham,316-ladywell-fields-lewisham,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
